1759333507897830011, 0, 7214744, 1000000
1759333507904773581, 1, 6934810, 1000000
1759333507911196481, 2, 6422701, 1000000
1759333507917675969, 3, 6479360, 1000000
1759333507924196144, 4, 6520009, 1000000
1759333507930695076, 5, 6498721, 1000000
1759333507937181001, 6, 6485822, 1000000
1759333507943605350, 7, 6424261, 1000000
1759333507950034404, 8, 6428776, 1000000
1759333507956465988, 9, 6431493, 1000000
1759333507962907423, 10, 6441267, 1000000
1759333507969341566, 11, 6434027, 1000000
1759333507975796055, 12, 6454377, 1000000
1759333507982424741, 13, 6628589, 1000000
1759333507988916916, 14, 6492053, 1000000
1759333507995614944, 15, 6697920, 1000000
1759333508002137523, 16, 6522395, 1000000
1759333508008577400, 17, 6439729, 1000000
1759333508015051866, 18, 6474361, 1000000
1759333508021550405, 19, 6498393, 1000000
1759333508028115709, 20, 6565182, 1000000
1759333508034806159, 21, 6690316, 1000000
1759333508041488175, 22, 6681881, 1000000
1759333508048158974, 23, 6670620, 1000000
1759333508054843137, 24, 6684080, 1000000
1759333508061526495, 25, 6683243, 1000000
1759333508068209914, 26, 6683337, 1000000
1759333508074873680, 27, 6663675, 1000000
1759333508081542798, 28, 6669008, 1000000
1759333508088203912, 29, 6661043, 1000000
1759333508094875356, 30, 6671363, 1000000
1759333508101547858, 31, 6672412, 1000000
1759333508108219625, 32, 6671673, 1000000
1759333508114884741, 33, 6665030, 1000000
1759333508121552705, 34, 6667874, 1000000
1759333508129888663, 0, 6687883, 1000000
1759333508136353831, 1, 6464942, 1000000
1759333508142812776, 2, 6458805, 1000000
1759333508149291815, 3, 6478917, 1000000
1759333508155784609, 4, 6492695, 1000000
1759333508162384900, 5, 6600203, 1000000
1759333508168857998, 6, 6472979, 1000000
1759333508175321057, 7, 6462935, 1000000
1759333508181774000, 8, 6452826, 1000000
1759333508188260402, 9, 6486254, 1000000
1759333508194719899, 10, 6459378, 1000000
1759333508201169351, 11, 6449359, 1000000
1759333508207607693, 12, 6438222, 1000000
1759333508214047605, 13, 6439757, 1000000
1759333508220487232, 14, 6439534, 1000000
1759333508226913554, 15, 6426239, 1000000
1759333508233340708, 16, 6427055, 1000000
1759333508239766482, 17, 6425659, 1000000
1759333508246190570, 18, 6423999, 1000000
1759333508252629667, 19, 6439004, 1000000
1759333508259155932, 20, 6526160, 1000000
1759333508265824563, 21, 6668541, 1000000
1759333508272499766, 22, 6675039, 1000000
1759333508279179067, 23, 6679211, 1000000
1759333508285855279, 24, 6676114, 1000000
1759333508293643305, 25, 7787884, 1000000
1759333508303241204, 26, 9597654, 1000000
1759333508310350187, 27, 7108484, 1000000
1759333508317472991, 28, 7122696, 1000000
1759333508324594879, 29, 7121803, 1000000
1759333508331708712, 30, 7113724, 1000000
1759333508338781008, 31, 7072204, 1000000
1759333508345939788, 32, 7158669, 1000000
1759333508353326749, 33, 7386792, 1000000
1759333508360660316, 34, 7333467, 1000000
1759333508369167016, 0, 6723697, 1000000
1759333508375935724, 1, 6768542, 1000000
1759333508382699862, 2, 6764002, 1000000
1759333508389477831, 3, 6777822, 1000000
1759333508396305403, 4, 6827479, 1000000
1759333508403081072, 5, 6775497, 1000000
1759333508409859017, 6, 6777826, 1000000
1759333508416642121, 7, 6783003, 1000000
1759333508423421234, 8, 6778963, 1000000
1759333508430197789, 9, 6776446, 1000000
1759333508437009706, 10, 6811770, 1000000
1759333508443812285, 11, 6802462, 1000000
1759333508450635091, 12, 6822685, 1000000
1759333508457429236, 13, 6794022, 1000000
1759333508464271247, 14, 6841901, 1000000
1759333508471136245, 15, 6864927, 1000000
1759333508477997164, 16, 6860810, 1000000
1759333508484855180, 17, 6857911, 1000000
1759333508491725069, 18, 6869634, 1000000
1759333508498584726, 19, 6859374, 1000000
1759333508505537050, 20, 6952109, 1000000
1759333508512606580, 21, 7069281, 1000000
1759333508519665333, 22, 7058635, 1000000
1759333508526810941, 23, 7145394, 1000000
1759333508533956807, 24, 7145779, 1000000
1759333508541139494, 25, 7182611, 1000000
1759333508548357268, 26, 7217647, 1000000
1759333508555579804, 27, 7222413, 1000000
1759333508562770455, 28, 7190431, 1000000
1759333508569965377, 29, 7194794, 1000000
1759333508576757508, 30, 6773068, 1000000
1759333508583566254, 31, 6808631, 1000000
1759333508590376205, 32, 6809719, 1000000
1759333508597168159, 33, 6791717, 1000000
1759333508607318781, 34, 10150386, 1000000
1759333508615193008, 0, 6197314, 1000000
1759333508621733040, 1, 6539820, 1000000
1759333508628252911, 2, 6519737, 1000000
1759333508634740288, 3, 6487254, 1000000
1759333508641249357, 4, 6508939, 1000000
1759333508647788448, 5, 6538982, 1000000
1759333508654313826, 6, 6525271, 1000000
1759333508660799935, 7, 6486030, 1000000
1759333508667389758, 8, 6589713, 1000000
1759333508673949078, 9, 6559208, 1000000
1759333508680466988, 10, 6517820, 1000000
1759333508686946880, 11, 6479780, 1000000
1759333508693432989, 12, 6486018, 1000000
1759333508699920575, 13, 6487483, 1000000
1759333508706460435, 14, 6539746, 1000000
1759333508712999658, 15, 6539120, 1000000
1759333508719573093, 16, 6573294, 1000000
1759333508726105608, 17, 6532339, 1000000
1759333508732593415, 18, 6487665, 1000000
1759333508739084006, 19, 6490456, 1000000
1759333508745647150, 20, 6563040, 1000000
1759333508752325595, 21, 6678312, 1000000
1759333508758998338, 22, 6672593, 1000000
1759333508765673548, 23, 6675154, 1000000
1759333508772343682, 24, 6670035, 1000000
1759333508779060496, 25, 6716713, 1000000
1759333508785777955, 26, 6717357, 1000000
1759333508792507719, 27, 6729659, 1000000
1759333508799219651, 28, 6711851, 1000000
1759333508805922355, 29, 6702595, 1000000
1759333508812636145, 30, 6713683, 1000000
1759333508819328511, 31, 6692224, 1000000
1759333508826028133, 32, 6699545, 1000000
1759333508832723762, 33, 6695519, 1000000
1759333508839422315, 34, 6698443, 1000000
1759333508847189167, 0, 6153183, 1000000
1759333508853713834, 1, 6524493, 1000000
1759333508860193360, 2, 6479417, 1000000
1759333508866645141, 3, 6451351, 1000000
1759333508873076598, 4, 6431043, 1000000
1759333508879513994, 5, 6437154, 1000000
1759333508885950467, 6, 6436219, 1000000
1759333508892399381, 7, 6448738, 1000000
1759333508898854223, 8, 6454567, 1000000
1759333508905305243, 9, 6450647, 1000000
1759333508911745638, 10, 6440036, 1000000
1759333508918186239, 11, 6440517, 1000000
1759333508924613240, 12, 6426862, 1000000
1759333508931040368, 13, 6426907, 1000000
1759333508937475980, 14, 6435205, 1000000
1759333508943920660, 15, 6444502, 1000000
1759333508950368633, 16, 6447874, 1000000
1759333508956804522, 17, 6435615, 1000000
1759333508963259059, 18, 6454157, 1000000
1759333508969702401, 19, 6443244, 1000000
1759333508976282487, 20, 6579818, 1000000
1759333508983423405, 21, 7140727, 1000000
1759333508993396783, 22, 9973117, 1000000
1759333509000319473, 23, 6922325, 1000000
1759333509007245313, 24, 6925700, 1000000
1759333509014176133, 25, 6930700, 1000000
1759333509021194813, 26, 7018545, 1000000
1759333509028180848, 27, 6985903, 1000000
1759333509035144921, 28, 6963989, 1000000
1759333509042101216, 29, 6956172, 1000000
1759333509049041517, 30, 6940193, 1000000
1759333509055964439, 31, 6922778, 1000000
1759333509062951567, 32, 6987031, 1000000
1759333509069969522, 33, 7017891, 1000000
1759333509076837618, 34, 6868024, 1000000
1759333509084637630, 0, 6125931, 1000000
1759333509091193830, 1, 6556054, 1000000
1759333509097750241, 2, 6556304, 1000000
1759333509104298723, 3, 6548373, 1000000
1759333509110846715, 4, 6547906, 1000000
1759333509117387216, 5, 6540381, 1000000
1759333509123931684, 6, 6544369, 1000000
1759333509130477497, 7, 6545690, 1000000
1759333509137038180, 8, 6560519, 1000000
1759333509143606924, 9, 6568618, 1000000
1759333509150172654, 10, 6565601, 1000000
1759333509156750452, 11, 6577691, 1000000
1759333509163340277, 12, 6589704, 1000000
1759333509169905763, 13, 6565372, 1000000
1759333509176467848, 14, 6561955, 1000000
1759333509183110992, 15, 6643037, 1000000
1759333509189695209, 16, 6584103, 1000000
1759333509196400384, 17, 6704973, 1000000
1759333509203110199, 18, 6709630, 1000000
1759333509209841139, 19, 6730723, 1000000
1759333509216647842, 20, 6806456, 1000000
1759333509223576504, 21, 6928481, 1000000
1759333509230478812, 22, 6902139, 1000000
1759333509237506638, 23, 7027622, 1000000
1759333509244477452, 24, 6970719, 1000000
1759333509251440666, 25, 6963109, 1000000
1759333509258405428, 26, 6964606, 1000000
1759333509265379923, 27, 6974362, 1000000
1759333509272344216, 28, 6964123, 1000000
1759333509279302608, 29, 6958067, 1000000
1759333509286258740, 30, 6955904, 1000000
1759333509293214572, 31, 6955740, 1000000
1759333509300172910, 32, 6958074, 1000000
1759333509309466428, 33, 9293221, 1000000
1759333509317119682, 34, 7652866, 1000000
1759333509324732366, 0, 5998908, 1000000
1759333509331144877, 1, 6412350, 1000000
1759333509337563801, 2, 6418794, 1000000
1759333509343965794, 3, 6401822, 1000000
1759333509350388297, 4, 6422423, 1000000
1759333509356799259, 5, 6410818, 1000000
1759333509363186435, 6, 6387014, 1000000
1759333509369579239, 7, 6392713, 1000000
1759333509375994231, 8, 6414842, 1000000
1759333509382384316, 9, 6390009, 1000000
1759333509388788360, 10, 6403942, 1000000
1759333509395214178, 11, 6425702, 1000000
1759333509401623437, 12, 6409095, 1000000
